ID,Frame index,Groups,Donor Photons,Acceptor Photons,FRET efficiency,X (nm),Y (nm)
253,82,,0,0,0,0,0
253,83,,0,0,0,0,0
253,84,,0,0,0,0,0
253,85,,0,0,0,0,0
253,86,,0,0,0,0,0
253,87,,0,0,0,0,0
253,88,,0,0,0,0,0
253,89,,0,0,0,0,0
253,90,,0,0,0,0,0
253,91,,277.27,118.395,0.299231,16596.8,73873.7
253,92,,248.529,85.6948,0.2564,16591.9,73879.3
272,0,,391.922,139.192,0.262076,13891.5,77750.4
272,1,,269.986,81.3401,0.231523,13885.8,77744
272,2,,541.109,0,0,13897.8,77765.5
272,3,,0,0,0,0,0
272,4,,0,0,0,0,0
272,5,,310.33,71.3464,0.186929,13922,77730.1
272,6,,348.878,98.6854,0.220495,13871,77735.4
272,7,,350.357,31.9651,0.0836078,13896.3,77743.8
272,8,,386.696,78.8116,0.169303,13882.6,77749.7
272,9,,480.779,76.0105,0.136516,13897.8,77745.4
272,10,,558.953,29.3869,0.0499489,13904.4,77768.1
272,11,,654.526,102.019,0.134848,13928.6,77748
272,12,,476.052,106.223,0.182427,13905.8,77767.5
272,13,,0,0,0,0,0
272,14,,0,0,0,0,0
272,15,,0,0,0,0,0
272,16,,397.822,55.0199,0.121499,13884.3,77751.7
272,17,,408.547,0,0,13893.4,77757.7
272,18,,422.716,54.2598,0.113758,13885.1,77785
272,19,,0,0,0,0,0
272,20,,0,0,0,0,0
272,21,,0,0,0,0,0
272,22,,327.071,68.7091,0.173604,13886.2,77760.5
272,23,,377.242,96.4027,0.203534,13894.7,77755
272,24,,461.288,160.286,0.257871,13882.9,77750.4
272,25,,718.225,72.1099,0.0912397,13877.6,77755
272,26,,325.223,24.2484,0.0693861,13894.5,77713.5
272,27,,543.117,28.1931,0.0493482,13883.2,77727.1
272,28,,442.739,65.7573,0.129317,13887.1,77741.2
272,29,,429.22,29.65,0.0646153,13912.9,77733.9
272,30,,285.809,78.7956,0.216112,13911.1,77711.4
272,31,,468.454,49.7417,0.0959903,13904.7,77768.6
272,32,,361.145,62.4759,0.147481,13910.1,77734.7
272,33,,364.862,98.5882,0.212727,13896.8,77747.4
272,34,,488.221,34.6161,0.0662082,13906.1,77751.7
272,35,,308.125,85.2876,0.216789,13891.1,77739.6
272,36,,390.777,71.8954,0.155392,13914.5,77749.6
272,37,,513.717,48.4371,0.0861634,13893.4,77747
272,38,,383,120.734,0.239678,13906.9,77738.1
272,39,,0,0,0,0,0
272,40,,371.014,102.549,0.216548,13893.4,77773.7
272,41,,406.536,43.4865,0.0966318,13895.6,77730.7
272,42,,586.043,61.8962,0.0955278,13920.9,77757.6
272,43,,471.872,73.635,0.134984,13894.2,77765.2
272,44,,761.094,26.0014,0.0330346,13915.5,77746.6
272,45,,463.308,106.854,0.187409,13917.5,77757.7
272,46,,503.37,0,0,13926,77764.3
272,47,,914.528,120.519,0.116438,13894,77752.7
272,48,,1269.92,70.8344,0.0528317,13922.4,77764.8
272,49,,1169.16,145.605,0.110746,13912.2,77754.6
272,50,,912.095,51.0036,0.0529578,13915.3,77764.9
272,51,,938.651,59.8794,0.0599675,13910.9,77776
272,52,,1357.7,160.223,0.105554,13896.7,77766.7
272,53,,918.633,135.487,0.128531,13871.7,77765.3
272,54,,1255.53,62.7562,0.0476044,13893.2,77753.5
272,55,,1128.16,84.436,0.0696326,13914.6,77756.7
272,56,,1138.11,19.6153,0.0169429,13905.8,77768.8
272,57,,1055.42,64.4542,0.0575551,13898.1,77764.4
272,58,,743.968,70.6918,0.0867746,13909.8,77781.3
272,59,,1234.04,104.071,0.0777747,13904.3,77760.5
272,60,,853.701,141.352,0.142055,13903.8,77761.2
272,61,,1044.18,15.6598,0.0147756,13909.5,77758.2
272,62,,934.319,22.9196,0.0239434,13891,77756.1
272,63,,938.891,55.266,0.0555908,13897.8,77759.1
272,64,,1101.76,36.5399,0.0321003,13900.7,77752.6
272,65,,1154.47,97.0781,0.0775664,13917.3,77760.1
272,66,,1001.78,106.059,0.0957351,13897.8,77757.2
272,67,,1011.81,153.493,0.131719,13904.5,77759.3
272,68,,1119.09,49.2798,0.0421781,13895.7,77776.3
272,69,,1032.25,27.3809,0.02584,13911.8,77771.4
272,70,,1094.8,36.4143,0.0321906,13903.5,77756.1
272,71,,1054.49,37.1492,0.0340306,13903.4,77759.6
272,72,,1107.95,110.027,0.0903361,13909.6,77764.1
272,73,,1149.49,95.5221,0.0767241,13914,77754.5
276,0,,1030.41,99.2134,0.0878286,20728.4,78300.5
276,1,,1094.04,97.2237,0.0816138,20414.1,78429.7
276,2,,2043.41,166.842,0.0754854,20490.9,78450.2
276,3,,1119.47,56.0001,0.0476406,20745.6,78301.1
276,4,,948.001,166.477,0.149376,20709.6,78306.3
276,5,,781.843,69.5925,0.0817354,20732.3,78283.7
276,6,,480.713,144.227,0.230785,20731,78284.8
276,7,,926.254,132.342,0.125017,20734.9,78284.8
276,8,,0,0,0,0,0
276,9,,1400.23,103.185,0.0686337,20738.6,78294.4
276,10,,1157.35,66.4469,0.0542957,20732.1,78304
276,11,,789.418,112.378,0.124616,20749.4,78290.9
276,12,,952.067,102.986,0.0976125,20719,78299
276,13,,452.468,62.2558,0.12095,20736.1,78293.9
276,14,,1045.26,47.1684,0.0431774,20738.5,78294.7
276,15,,848.859,143.469,0.144578,20731.8,78294.4
276,16,,872.741,189.64,0.178505,20728.4,78297.9
276,17,,637.33,33.6191,0.0501068,20733.9,78289.6
276,18,,724.102,119.111,0.141258,20744.5,78305.6
276,19,,754.346,96.0754,0.112974,20747.4,78290.7
276,20,,651.268,67.1147,0.0934248,20739.7,78297.7
276,21,,325.454,46.756,0.125617,20703.3,78287.9
276,22,,293.062,0,0,20775.8,78306.9
276,23,,0,0,0,0,0
276,24,,316.42,123.812,0.281242,20745.8,78337.9
276,25,,350.255,45.6571,0.115321,20726.6,78272.1
276,26,,343.84,38.9294,0.101704,20694,78211.9
276,27,,276.358,13.899,0.0478853,20750.6,78233.7
276,28,,358.646,46.1539,0.114017,20704.5,78212.6
276,29,,378.322,38.5904,0.0925625,20699.7,78258.1
276,30,,359.104,30.0578,0.0772374,20749.4,78285.5
276,31,,304.532,108.243,0.262232,20721.9,78269.1
276,32,,379.153,58.0532,0.132782,20740.4,78240.3
276,33,,0,0,0,0,0
276,34,,258.594,151.265,0.369066,20687.3,78201.2
276,35,,275.628,85.2053,0.236135,20707.3,78275
276,36,,279.032,66.5511,0.192576,20770.9,78268.8
276,37,,528.663,83.6107,0.136558,20707.8,78290.9
276,38,,397.88,107.274,0.212359,20726.8,78289.2
276,39,,387.662,61.9474,0.137781,20742.3,78270.4
276,40,,0,0,0,0,0
276,41,,362.08,99.8985,0.216241,20767.3,78297.4
276,42,,414.624,53.172,0.113665,20735.1,78254.1
276,43,,467.012,64.1085,0.120704,20708.3,78293.5
276,44,,565.314,50.5003,0.0820058,20719.3,78278.3
276,45,,404.484,68.4398,0.144716,20716.6,78286.5
276,46,,355.392,119.903,0.25227,20725.3,78293
276,47,,433.801,66.2402,0.13247,20716.1,78305.5
276,48,,243.817,11.91,0.046573,20676.9,78225.4
276,49,,296.285,0,0,20751.1,78267.4
276,50,,260.574,90.1207,0.256977,20674.9,78214.7
276,51,,274.657,108.341,0.282876,20761.2,78305.5
276,52,,295.901,54.8387,0.156351,20733.4,78311.4
276,53,,422.876,39.2886,0.0850101,20704.2,78294.1
276,54,,419.429,76.0157,0.153429,20708.9,78305.2
276,55,,583.102,106.52,0.154461,20734.3,78307.6
276,56,,418.766,28.1319,0.0629492,20738.3,78289.3
276,57,,0,0,0,0,0
276,58,,0,0,0,0,0
276,59,,0,0,0,0,0
276,60,,386.809,133.976,0.257258,20739.4,78256.7
276,61,,237.413,20.6242,0.079927,20792.1,78234
276,62,,0,0,0,0,0
276,63,,0,0,0,0,0
276,64,,345.375,75.8333,0.180038,20690.1,78361.7
276,65,,280.028,76.5485,0.214676,20738.6,78189
276,66,,365.597,104.348,0.222044,20713.5,78297.5
276,67,,260.284,51.1545,0.164252,20736.2,78269.1
276,68,,0,0,0,0,0
276,69,,339.065,91.2382,0.212033,20738.8,78319.9
276,70,,357.909,43.5217,0.108417,20732.8,78300.4
276,71,,0,0,0,0,0
276,72,,0,0,0,0,0
276,73,,0,0,0,0,0
276,74,,0,0,0,0,0
276,75,,0,0,0,0,0
276,76,,0,0,0,0,0
276,77,,284.473,39.5662,0.122103,20630.7,78288
285,1,2,340.901,798.492,0.700805,30681.4,51209.7
285,2,2,335.631,872.883,0.722278,30705.4,51226.8
285,3,2,0,0,0,0,0
285,4,2,0,0,0,0,0
285,5,2,0,0,0,0,0
285,6,2,0,0,0,0,0
285,7,2,0,0,0,0,0
285,8,2,0,0,0,0,0
285,9,2,0,0,0,0,0
285,10,2,0,0,0,0,0
285,11,2,535.799,917.31,0.631274,30700.6,51215.4
285,12,2,330.316,786.319,0.704186,30683,51214.4
285,13,2,376.791,750.824,0.665852,30701.9,51208.5
285,14,2,0,0,0,0,0
285,15,2,315.255,944.302,0.74971,30702.5,51215
285,16,2,388.84,867.745,0.690558,30702.9,51227.9
285,17,2,0,0,0,0,0
285,18,2,296.29,858.349,0.743392,30711.9,51212.1
285,19,2,0,0,0,0,0
285,20,2,0,0,0,0,0
285,21,2,413.924,818.766,0.664211,30716.3,51203.5
285,22,2,0,0,0,0,0
285,23,2,402.54,790.208,0.66251,30681.7,51201.5
285,24,2,0,0,0,0,0
285,25,2,0,0,0,0,0
285,26,2,0,0,0,0,0
285,27,2,0,0,0,0,0
285,28,2,312.422,865.267,0.734716,30716,51168.6
285,29,2,466.159,776.234,0.62479,30675.1,51198.1
285,30,2,0,0,0,0,0
285,31,2,494.219,861.084,0.635344,30689.8,51219.2
285,32,2,492.795,799.465,0.618656,30705.7,51214.3
285,33,2,358.612,774.82,0.683605,30697.7,51212.9
285,34,2,0,0,0,0,0
285,35,2,0,0,0,0,0
285,36,2,0,0,0,0,0
285,37,2,303.451,763.824,0.715677,30678.6,51214.6
285,38,2,326.572,734.026,0.692087,30687.4,51209.3
285,39,2,414.007,913.44,0.688118,30694,51185.2
285,40,2,0,0,0,0,0
285,41,2,375.904,784.858,0.676158,30709.6,51195.6
285,42,2,276.315,900.651,0.765231,30681.4,51185.9
285,43,2,315.008,780.555,0.712469,30697.9,51217.5
285,44,2,0,0,0,0,0
285,45,2,311.073,886.885,0.740331,30670.7,51190.3
285,46,2,149.157,677.8,0.819631,30578.5,51100.8
285,47,2,345.663,812.189,0.701462,30644.3,51216.2
285,48,2,218.998,760.872,0.776503,30588,51082.9
285,49,2,273.55,822.149,0.750342,30728.4,51178.7
285,50,2,335.355,859.641,0.719367,30706.8,51205.1
285,51,2,323.271,930.023,0.742063,30718.3,51187.5
285,52,2,315.014,812.074,0.720506,30721.8,51208.2
285,53,2,269.555,713.785,0.725878,30723,51147.9
285,54,2,385.461,719.096,0.651027,30682.8,51199.1
285,55,2,395.063,836.103,0.679115,30713.2,51192.7
285,56,2,348.312,842.285,0.707448,30699.3,51200.7
285,57,2,381.763,725.441,0.655201,30713.5,51209.9
285,58,2,0,0,0,0,0
285,59,2,442.79,950.186,0.682127,30704.4,51177.5
285,60,2,451.156,941.761,0.676107,30704.3,51208.4
285,61,2,0,0,0,0,0
285,62,2,281.056,794.76,0.73875,30700.8,51190.9
285,63,2,235.843,788.781,0.769825,30584.3,51088.4
285,64,2,185.485,889.673,0.827481,30600.8,51086.6
285,65,2,433.936,1043.43,0.706278,30698.9,51212.7
285,66,2,333.272,876.052,0.724415,30713.1,51192.4
285,67,2,296.905,782.541,0.724947,30683.3,51203
285,68,2,154.788,803.56,0.838485,30601.7,51101.2
285,69,2,0,0,0,0,0
285,70,2,276.035,743.869,0.729352,30691.5,51201.5
285,71,2,0,0,0,0,0
285,72,2,0,0,0,0,0
285,73,2,0,0,0,0,0
285,74,2,168.549,690.593,0.803817,30609.5,51071.9
285,75,2,340.056,906.564,0.727218,30713.5,51190.1
285,76,2,210.517,828.512,0.797391,30598.2,51080.2
285,77,2,203.999,778.892,0.79245,30594.4,51100.6
285,78,2,284.673,817.602,0.741741,30715.8,51168.4
285,79,2,284.019,890.565,0.758196,30732.5,51186.5
285,80,2,0,0,0,0,0
285,81,2,262.435,705.723,0.728933,30721.3,51198.3
285,82,2,0,0,0,0,0
285,83,2,126.022,715.585,0.85026,30593.4,51075.7
285,84,2,216.254,758.244,0.778087,30586.2,51090.2
285,85,2,234.338,976.091,0.806401,30609,51089.3
285,86,2,0,0,0,0,0
285,87,2,218.088,751.863,0.775156,30581.8,51088.9
285,88,2,194.175,812.275,0.807069,30588.8,51081.8
285,89,2,201.426,833.353,0.805344,30575.9,51076.4
285,90,2,249.241,801.453,0.762785,30701.6,51172.1
285,91,2,116.979,779.466,0.869508,30586.3,51097.1
285,92,2,204.873,738.951,0.782933,30594.1,51080.3
285,93,2,261.873,770.588,0.746361,30726.6,51204.5
285,94,2,301.915,775.028,0.719655,30729.7,51202.4
285,95,2,330.581,875.646,0.725938,30701.4,51200.9
285,96,2,0,0,0,0,0
285,97,2,180.362,871.099,0.828465,30592,51085.3
285,98,2,0,0,0,0,0
285,99,2,188.148,766.596,0.802934,30586.1,51088.7
285,100,2,313.337,781.65,0.713844,30673.7,51189.7
285,101,2,294.762,729.609,0.712251,30690.1,51205.2
285,102,2,0,0,0,0,0
285,103,2,0,0,0,0,0
285,104,2,366.084,816.853,0.69053,30709.1,51222.9
285,105,2,0,0,0,0,0
285,106,2,191.858,842.591,0.814532,30581.5,51088.1
285,107,2,161.157,802.255,0.832723,30588.6,51095.7
285,108,2,0,0,0,0,0
285,109,2,201.953,829.642,0.804232,30590.9,51079.1
285,110,2,263.68,756.533,0.741544,30706.2,51167.2
285,111,2,323.474,849.193,0.724155,30694.4,51228.9
285,112,2,193.064,727.833,0.790352,30577.3,51089.4
285,113,2,0,0,0,0,0
285,114,2,212.184,754.206,0.780437,30603,51076.2
285,115,2,183.039,770.397,0.808021,30600.2,51083.8
285,116,2,331.311,681.277,0.672808,30717.3,51212.3
285,117,2,271.526,643.943,0.703402,30728.3,51193.5
285,118,2,244.944,792.571,0.763913,30707.3,51206.2
285,119,2,0,0,0,0,0
285,120,2,328.159,763.769,0.699468,30711.4,51211.7
285,121,2,0,0,0,0,0
285,122,2,99.8388,507.851,0.835707,30625.8,51070.6
285,123,2,218.14,634.333,0.744109,30619.8,51103.9
285,124,2,321.287,753.226,0.700993,30682.6,51211.5
285,125,2,192.619,471.032,0.709758,30598.9,51005.3
285,126,2,253.679,602.158,0.70359,30563.1,51113.6
285,127,2,214.782,547.126,0.7181,30626.2,51107.8
285,128,2,380.557,598.733,0.611395,30648.6,51171.7
285,129,2,284.118,480.941,0.628632,30686.6,51157
285,130,2,299.048,642.42,0.68236,30681.8,51224
285,131,2,149.009,690.383,0.82248,30609.2,51081.1
285,132,2,204.1,737.371,0.783212,30610.5,51092.5
285,133,2,272.211,761.816,0.736747,30705.5,51227.1
285,134,2,172.205,741.045,0.811437,30584.3,51078.6
285,135,2,232.329,719.031,0.755793,30614.4,51095.6
285,136,2,0,0,0,0,0
285,137,2,0,0,0,0,0
285,138,2,0,0,0,0,0
285,139,2,308.084,771.551,0.714641,30695.6,51234.7
285,140,2,0,0,0,0,0
285,141,2,242.748,556.96,0.696454,30606.6,51114.6
285,142,2,0,0,0,0,0
285,143,2,195.401,770.819,0.797768,30598.9,51084.4
285,144,2,320.199,858.363,0.728314,30710.8,51163.1
285,145,2,176.15,706.754,0.800488,30605.5,51088.3
285,146,2,214.113,800.258,0.788921,30604.9,51085.8
285,147,2,146.296,741.093,0.835139,30595.8,51094.7
285,148,2,173.099,730.984,0.808537,30627.3,51080.9
285,149,2,252.398,776.645,0.754725,30701.3,51178.8
285,150,2,315.439,819.115,0.721971,30723.5,51200
285,151,2,191.949,688.978,0.782105,30597.6,51084.2
285,152,2,189.003,738.305,0.796181,30603.7,51090.9
285,153,2,239.716,757.96,0.759725,30601.1,51093.2
285,154,2,0,0,0,0,0
285,155,2,244.339,852.875,0.77731,30619.9,51093.6
285,156,2,0,0,0,0,0
285,157,2,325.979,824.179,0.716579,30696.5,51224.1
285,158,2,0,0,0,0,0
285,159,2,0,0,0,0,0
285,160,2,270.762,753.462,0.735642,30703.9,51166.3
285,161,2,0,0,0,0,0
285,162,2,0,0,0,0,0
285,163,2,191.466,732.075,0.792683,30602.6,51085.6
285,164,2,0,0,0,0,0
285,165,2,0,0,0,0,0
285,166,2,370.001,903.538,0.70947,30717.8,51209.9
285,167,2,420.63,807.183,0.657415,30724.5,51203.7
285,168,2,232.081,791.307,0.773223,30591.9,51080.3
285,169,2,242.732,837.79,0.775357,30724.2,51204.7
285,170,2,0,0,0,0,0
285,171,2,265.149,727.286,0.73283,30686.6,51229.3
285,172,2,309.041,726.964,0.701699,30697.7,51208.3
285,173,2,392.651,716.534,0.646001,30726.1,51190.5
285,174,2,0,0,0,0,0
285,175,2,251.763,787.772,0.757812,30606.8,51085.6
285,176,2,359.126,793.617,0.688459,30711.1,51191.2
285,177,2,284.895,664.833,0.700025,30669.1,51216.3
285,178,2,309.038,744.195,0.706582,30749.2,51128.2
285,179,2,231.643,655.818,0.738982,30592.3,51081.1
285,180,2,206.885,677.245,0.766002,30609.5,51085.6
285,181,2,183.569,767.392,0.806964,30599,51090.5
285,182,2,0,0,0,0,0
285,183,2,326.271,794.832,0.708973,30696.1,51182.9
285,184,2,352.75,911.512,0.720983,30693.5,51186.4
285,185,2,389.936,755.884,0.659688,30696,51216.3
285,186,2,322.982,800.434,0.7125,30706.5,51205.1
285,187,2,294.771,883.792,0.74989,30730.2,51181.2
285,188,2,76.0304,535.511,0.875674,30613.2,51102.6
285,189,2,0,0,0,0,0
285,190,2,475.839,924.216,0.660128,30668.4,51197
285,191,2,354.545,770.179,0.684771,30733.6,51202.3
285,192,2,0,0,0,0,0
285,193,2,0,0,0,0,0
285,194,2,509.102,902.86,0.639437,30661.7,51223.3
285,195,2,428.811,777.18,0.644433,30737.9,51207.1
285,196,2,420.786,840.913,0.666493,30725.7,51219.7
285,197,2,405.044,824.982,0.670703,30705.7,51205.7
285,198,2,382.615,809.923,0.679159,30710,51187.2
285,199,2,523.546,821.169,0.610664,30721.8,51195.8
286,1,2,276.104,352.146,0.560519,11775.3,53009.7
286,2,2,295.988,368.353,0.554464,11648.1,52907.9
286,3,2,306.632,442.183,0.59051,11778,52998.1
286,4,2,0,0,0,0,0
286,5,2,163.59,405.756,0.71267,11665.3,52898.5
286,6,2,0,0,0,0,0
286,7,2,176.747,349.991,0.66445,11659.8,52877.8
286,8,2,0,0,0,0,0
286,9,2,0,0,0,0,0
286,10,2,0,0,0,0,0
286,11,2,0,0,0,0,0
286,12,2,0,0,0,0,0
286,13,2,0,0,0,0,0
286,14,2,0,0,0,0,0
286,15,2,258.591,318.722,0.552078,11789.9,52992.1
286,16,2,341.616,395.598,0.536612,11798.1,53011.9
286,17,2,191.033,375.395,0.662741,11671.8,52889.3
286,18,2,0,0,0,0,0
286,19,2,227.899,437.112,0.6573,11798.4,52960.9
286,20,2,249.988,373.504,0.599051,11789.8,52989.5
286,21,2,0,0,0,0,0
286,22,2,304.628,347.758,0.533055,11761,53004.2
286,23,2,0,0,0,0,0
286,24,2,387.159,498.237,0.562727,11753.8,52999.6
286,25,2,0,0,0,0,0
286,26,2,270.885,377.962,0.582514,11790.1,52967.1
286,27,2,371.269,353.329,0.487621,11771.3,52981
286,28,2,295.185,334.715,0.531378,11782.1,52990.5
286,29,2,291.187,360.835,0.55341,11765.6,52996.6
286,30,2,255.686,319.698,0.555626,11766.4,52995.2
286,31,2,0,0,0,0,0
286,32,2,261.821,361.579,0.580011,11803.2,52952.7
286,33,2,0,0,0,0,0
286,34,2,0,0,0,0,0
286,35,2,0,0,0,0,0
286,36,2,0,0,0,0,0
286,37,2,0,0,0,0,0
286,38,2,0,0,0,0,0
286,39,2,282.061,440.644,0.609715,11657.8,52909.9
286,40,2,287.668,379.651,0.568919,11777.9,52979.9
286,41,2,117.996,380.988,0.763527,11664.7,52888.6
286,42,2,315.293,357.381,0.531285,11759,53000.2
286,43,2,0,0,0,0,0
286,44,2,137.504,367.761,0.727857,11660.8,52883.9
286,45,2,206.707,447.025,0.683804,11677.2,52912.3
286,46,2,273.81,424.296,0.607782,11787.7,52942.6
286,47,2,275.209,368.952,0.572764,11748.6,53000.3
286,48,2,0,0,0,0,0
286,49,2,0,0,0,0,0
286,50,2,202.851,379.858,0.651882,11639.9,52880
286,51,2,235.846,422.791,0.641917,11758,53005.6
286,52,2,263.953,446.921,0.628692,11695.8,53018.5
286,53,2,0,0,0,0,0
286,54,2,256.632,340.269,0.57006,11772.5,52976.2
286,55,2,271.398,281.277,0.508938,11800.6,52995.6
286,56,2,249.788,331.662,0.570406,11800.8,52967.2
286,57,2,153.942,306.896,0.665953,11668,52886.8
286,58,2,173.731,366.453,0.678386,11646.9,52849.4
286,59,2,0,0,0,0,0
286,60,2,178.032,337.335,0.654553,11688.5,52922.6
286,61,2,259.566,397.477,0.604948,11755.6,52994.9
286,62,2,107.431,354.729,0.767546,11665.4,52870.9
286,63,2,200.703,291.085,0.591892,11668.8,52896.5
286,64,2,217.636,331.881,0.60395,11673,52885.5
286,65,2,151.072,262.581,0.634785,11688,52903.8
286,66,2,0,0,0,0,0
286,67,2,135.422,419.879,0.756129,11660.5,52885.8
286,68,2,263.537,264.696,0.501097,11783.9,53006.1
286,69,2,150.874,268.749,0.640454,11691,52883.1
286,70,2,0,0,0,0,0
286,71,2,228.77,372.759,0.619686,11766.5,53016.6
286,72,2,178.944,477.111,0.727243,11658.2,52889.7
286,73,2,176.082,378.673,0.682595,11666.6,52914.2
286,74,2,103.003,303.246,0.746454,11677.7,52877.8
286,75,2,190.292,332.301,0.635869,11665.8,52901
286,76,2,87.4208,443.476,0.835334,11679.3,52912.6
286,77,2,175.05,341.93,0.661399,11655.7,52880.3
286,78,2,304.14,330.101,0.520466,11796.8,52986.1
286,79,2,0,0,0,0,0
286,80,2,0,0,0,0,0
286,81,2,122.541,271.293,0.688851,11682.6,52912.2
286,82,2,0,0,0,0,0
286,83,2,171.523,402.548,0.701217,11643.2,52874.7
286,84,2,354.825,370.066,0.510512,11777.1,52944.5
286,85,2,261.86,386.378,0.596043,11800.2,53003.6
286,86,2,0,0,0,0,0
286,87,2,279.343,351.297,0.557048,11703.5,52883.5
286,88,2,0,0,0,0,0
286,89,2,0,0,0,0,0
286,90,2,0,0,0,0,0
286,91,2,0,0,0,0,0
286,92,2,0,0,0,0,0
286,93,2,0,0,0,0,0
286,94,2,0,0,0,0,0
286,95,2,0,0,0,0,0
286,96,2,244.893,435.022,0.639818,11771.8,52991.1
286,97,2,255.091,377.037,0.596456,11743.5,53003.9
286,98,2,172.194,389.548,0.693464,11680.9,52838.9
286,99,2,141.689,349.739,0.711679,11654,52893.8
286,100,2,320.436,392.3,0.550414,11801.9,52985
286,101,2,0,0,0,0,0
286,102,2,286.262,410.138,0.58894,11800.5,53008.2
286,103,2,0,0,0,0,0
286,104,2,265.091,427.46,0.617226,11804.4,52985
286,105,2,0,0,0,0,0
286,106,2,235.718,366.694,0.60871,11811.5,52976.7
286,107,2,165.52,369.885,0.690851,11663.1,52884.9
286,108,2,279.635,295.012,0.51338,11789.6,52994.5
286,109,2,0,0,0,0,0
286,110,2,233.698,336.993,0.5905,11791.3,53044.4
286,111,2,277.526,417.966,0.600965,11809.4,52991.8
286,112,2,240.229,367.906,0.604974,11792.4,52980.8
286,113,2,255.79,349.859,0.577659,11741.3,53014.3
286,114,2,286.009,337.474,0.541272,11804.3,52982
286,115,2,179.96,399.671,0.689527,11673.6,52879.6
286,116,2,176.703,345.969,0.661924,11685.3,52937.9
286,117,2,234.055,243.314,0.509697,11777.7,52997.6
286,118,2,277.939,378.734,0.576747,11765.5,52990.9
286,119,2,181.697,353.87,0.660739,11688.4,52922.5
286,120,2,225.319,324.321,0.590061,11685.5,52887.6
286,121,2,256.308,360.033,0.584145,11770.2,52976.1
286,122,2,130.635,196.393,0.600538,11653.7,52901.4
286,123,2,227.811,275.06,0.546979,11733.1,52950
286,124,2,201.347,310.541,0.606658,11602.6,52875.6
286,125,2,0,0,0,0,0
286,126,2,193.948,331.624,0.630977,11624.3,52942.3
286,127,2,175.223,296.449,0.628506,11727.6,52947.8
286,128,2,170.27,330.069,0.65969,11606.1,52882.5
286,129,2,0,0,0,0,0
286,130,2,246.589,345.049,0.58321,11801.3,52981.9
286,131,2,134.789,326.904,0.708054,11690.9,52925
286,132,2,113.219,332.671,0.746082,11657.5,52905.2
286,133,2,0,0,0,0,0
286,134,2,157.222,316.651,0.668219,11649.5,52883.8
286,135,2,133.664,382.063,0.740824,11685.8,52889
286,136,2,139.658,330.086,0.702693,11642.6,52902.7
286,137,2,159.566,260.314,0.619971,11656.5,52885.1
286,138,2,0,0,0,0,0
286,139,2,0,0,0,0,0
286,140,2,142.195,309.58,0.685252,11650.2,52908.8
286,141,2,120.448,377.527,0.758125,11662.6,52904.1
286,142,2,99.3625,438.054,0.815111,11655.5,52875
286,143,2,110.758,460.067,0.805968,11623.9,52864.4
286,144,2,134.279,353.729,0.724843,11694.6,52894.1
286,145,2,103.146,349.657,0.772205,11671,52867
286,146,2,79.5086,293.326,0.786746,11647,52856.6
286,147,2,171.216,311.379,0.645217,11673.2,52878
286,148,2,110.113,367.202,0.769307,11686.2,52858.2
286,149,2,69.2936,352.148,0.83558,11694.9,52945.8
286,150,2,110.363,356.446,0.76358,11642.9,52874.8
286,151,2,135.485,362.005,0.727662,11661.7,52873.7
286,152,2,126.622,412.561,0.765159,11685.5,52902.8
286,153,2,73.4003,334.535,0.820069,11674.8,52889.5
286,154,2,116.68,292.559,0.714886,11631.1,52864.9
286,155,2,48.2233,314.801,0.867162,11653,52863.4
286,156,2,0,0,0,0,0
286,157,2,127.858,326.764,0.71876,11661,52884.5
286,158,2,91.1163,334.737,0.786038,11661.3,52868.9
286,159,2,199.852,291.804,0.593513,11668.3,52933.7
286,160,2,108.983,333.517,0.753711,11657.7,52858
286,161,2,0,0,0,0,0
286,162,2,152.018,272.523,0.641923,11661.3,52887.4
286,163,2,133.107,275.712,0.67441,11683.6,52909.9
286,164,2,33.9254,321.116,0.904446,11675.5,52896.9
286,165,2,85.2531,311.623,0.785189,11691.9,52840.8
286,166,2,0,0,0,0,0
286,167,2,172.359,356.783,0.674267,11691.5,52910.3
286,168,2,131.4,300.513,0.695771,11677.7,52899.9
286,169,2,84.4678,225.88,0.727828,11684.1,52881.4
286,170,2,79.9425,328.639,0.804341,11664.9,52878.6
286,171,2,84.6292,261.28,0.755343,11724.4,52828.3
286,172,2,0,0,0,0,0
286,173,2,54.6114,260.508,0.826696,11678.2,52897.5
286,174,2,60.9355,255.919,0.807686,11665.9,52860.6
286,175,2,121.878,298.754,0.71025,11690.3,52907.2
286,176,2,103.71,266.238,0.719664,11669.1,52879.2
286,177,2,107.075,310.962,0.743863,11711.1,52918.7
286,178,2,0,0,0,0,0
286,179,2,0,0,0,0,0
286,180,2,66.0017,256.387,0.795273,11663,52861.2
286,181,2,0,0,0,0,0
286,182,2,114.259,317.347,0.73527,11659,52925.1
286,183,2,0,0,0,0,0
286,184,2,0,0,0,0,0
286,185,2,145.851,298.369,0.67167,11704,52935.6
286,186,2,124.842,252.304,0.668982,11705.6,52941.8
286,187,2,144.414,341.585,0.702851,11637.9,52865
286,188,2,134.682,342.715,0.717883,11684.3,52890.2
286,189,2,130.767,225.307,0.632753,11683.1,52896.6
286,190,2,202.763,281.954,0.581688,11639.1,52911.8
286,191,2,167.548,364.364,0.685008,11675.9,52871.4
286,192,2,104.947,269.394,0.719648,11657.9,52867.1
